Symbol	Uniprot_ID	Norm.Ratio.1	Norm.Ratio.2	Norm.Ratio.3
mRpS4	Q7JZ53	-1.710614		NaN
mRpS5	Q8SYP9	-0.1129003	-0.2739536	0.09653179
mRpS6	Q9VZD5	1.638591	-0.5391002	0.04642113
mRpS7	Q9VKX4	0.7848806	-0.1664865	0.07614867
mRpS9	Q8SXF0	1.116066	-0.2106464	0.1645289
Mrtf	B7Z043	0.5179158		
msb1l	Q8IGA0	-1.301705	-0.2561145	
Msh6	Q9VUM0	0.6188496	0.5227588	0.660381
msi	Q7JN15	-0.1458731	0.729705	0.8199952
msk	Q7KIF8	0.02384173	-0.394942	-0.235501
msl-1	P50535		NaN	
msn	Q7KV88	-1.415001	-0.8767046	-0.7189724
Msp-300	Q4ABH1		-0.7055704	
msps	Q95TZ9	0.887767	1.168064	1.196607
Msr-110	Q26459	-0.2713062	1.153935	NaN
mst	O01939	0.5826633	-0.9284844	-0.1966737
Mst85C	Q9V451	NaN	1.199185	
mt:ATPase8	P84345	-0.4389316	-0.5178126	0.9508416
mt:CoI	P00399	1.567939	-0.4767392	-0.01689149
mt:CoII	P00408	0.1449831	-0.04239735	-0.1044647
mt:Cyt-b	P18935	2.116035		0.01077991
mt:ND1	P18929	0.5095736		0.1741506
mt:ND3	P18930	-0.07135073	0.2635152	
mt:ND4L	P18934	2.2935		NaN
mt:ND5	P18932	0.5083624		0.5742468
MTA1-like	Q6AWS2	-0.9198358	0.02375215	0.01564032
mtacp1	Q94519-1	3.13949	0.0265876	0.5441886
mtacp1	Q94519-2	0.2200428		0.286408
Mtch	Q9V3Y4	0.150417	-0.5429837	0.08120319
mTerf3	Q9VPD5	-0.1832007		
Mtl	Q7JWS8	-0.6693897	0.7816535	0.166587
Mtor	A1Z8P9	-0.3929768	-0.04068977	0.1355349
Mtp	Q961S9	0.362603	0.387914	0.3761792
Mtr3	Q5BID5	-0.121148	-0.08379852	-0.0201649
mtrm	Q23973	2.700404	2.564866	-1.334935
mts	P23696	0.6150881	0.5362518	0.6077682
mtSSB	P54622	0.2117152	-0.04248653	0.3755121
mTTF	Q86LS0	-0.02672926	0.06515872	0.2025117
mtTFB1	B7Z0G5	0.7728997		
mtTFB1	Q9VTM5			NaN
mtTFB2	Q9VH38	0.0523413	0.3841603	0.6355223
mub	P91632	0.745406		0.587845
mub	Q0E8A7		0.9655442	
mud	Q1KN24	2.780909	3.258851	0.6115501
mus101	Q2XXV4	1.180888	0.8326876	0.8078495
mus201	Q4LDP6	0.009190296	1.546314	NaN
mus205	Q95TM2	-1.392427		
mus209	P17917	0.4567219	0.560128	0.7571939
mus210	Q24595-3	1.569351	1.288772	1.658371
mus304	Q9VVN4			NaN
mus308	O18475	1.813956		0.6827531
mus309	Q9VGI8	0.601978	2.125519	1.091328
muskelin	Q0E9A5	1.412117	2.053007	1.861519
Mvl	P49283-2	1.081614		NaN
mxc	Q7KJ96	-0.3968171	-0.5866875	-0.1961117
Myd88	Q7K105			NaN
Myo31DF	Q23978	1.224553	0.07066408	NaN
Myo61F	Q23979-3	0.02749851	-0.2109635	-0.4466001
MYPT-75D	Q8SY34	-1.018064	1.543496	
mys	P11584	-0.8705028	-1.158236	-0.7257323
Mys45A	Q7KKH3	-2.983587	-2.580008	-3.619253
Myt1	Q8SWS7	-2.542233	-1.912021	
Myt1	Q9NI63	NaN	NaN	NaN
Nacalpha	Q94518	0.6542175	-1.073667	-0.3221625
nahoda	Q8SXH6	1.909418	0.5364508	-0.284212
Nak	Q7KT38	-0.4707191	0.2573727	NaN
Nap1	Q24150	0.001674535	0.009490535	-0.2299575
Nat1	Q9VWI2	0.2738837	0.242572	0.1336951
Nc	Q9XYF4			NaN
NC2alpha	Q8MLV5			NaN
Nc73EF	A8JNU6	-0.03040665	-0.6128361	-0.4512083
Nc73EF	Q8IGI6		0.02701252	-0.738048
Nca	P42325	0.7268303	0.4011936	
Ncc69	Q9VTW8	0.1114301	-0.07809152	-0.3512033
ncd	P20480	0.9178152	1.488001	1.394734
ncm	Q9VJ87	0.04896435		
nct	Q9VC27	NaN	0.3305584	0.393526
ND23	Q8SZF2	0.3870342	0.3245803	-0.07098167
ND42	A4V383	0.7168843	0.4309275	
ND42	P91929			0.1731275
ND75	Q94511	0.170329	0.002882472	0.1445685
Ndc1	Q9VCG4	-0.2611096	0.2782227	0.09895846
Ndc80	Q9VYB1	0.5720292	0.04600206	0.1709506
Ndg	A1Z876	-3.463099	-4.679938	NaN
ndl	P98159	-0.3987882	-0.4685112	-0.423952
neb	O16866	1.096993		
Neb-cGP	Q9W2U8		-0.157882	0.4344548
nec	Q6V6U1		-1.580094	0.1054098
Nedd4	Q9VVI3-1	NaN	-0.9588691	
Nedd8	Q9VJ33	0.8529018	0.2913677	0.140517
NELF-A	Q86NP2	-1.07519	-0.7955087	-0.06392186
NELF-B	Q9Y113	-1.189603		
Nelf-E	P92204	-0.9818527	-0.6002273	-1.483017
nemy	A1Z942	1.01587		
nemy	Q0E9A1		1.957469	NaN
Neos	Q7KLX0	NaN	NaN	0.7846715
Nep2	Q9XZ01	-0.6036916	-0.6495706	-1.260394
nes	Q9VVX5	-0.1949696	-0.0261169	
Neu3	Q6QU65	NaN		
Nf1	O01397	0.4788488		0.7296181
Ngp	Q7JXU4	-2.966209	-2.909201	-2.273692
Nhe3	Q8IPJ4	-0.07655907	-0.1694039	
NHP2	Q9V3U2	-1.814632	-1.064163	-1.623576
nimB2	Q7KTA1	-0.8504794	0.07066408	
nimB3	Q2PDU0	NaN	NaN	NaN
NiPp1	Q9V7W9	-0.587557	0.7204536	
Nipped-A	A8DY44			0.5368486
Nipped-A	Q8I8U7	0.2567866	0.4493236	
Nipped-B	Q7PLI2	0.6085842	-0.5838737	0.6583714
Nipsnap	Q9VXK0	0.4491388	-0.1097945	-0.01524301
NitFhit	O76464	-0.2919571	-0.6599506	0.551393
nito	Q7KMJ6	-0.23008	-0.1370766	0.3626662
NLaz	Q8SXR1	0.5858645	-0.6329644	-0.3432748
Nle	O96995	-1.083111	-2.313872	-1.216853
Nlp	Q27415-1	-0.3271125	-0.05895383	-0.07685843
nmd	Q9VL02	0.2974666	0.1036654	0.003458378
Nmd3	O46050	-1.087055	-1.769945	-1.621977
Nmdmc	Q04448-1	-1.163756	-0.7787045	-0.7954085
Nmnat	Q7KS06	-0.03294719	-0.4814045	
Nmt	O61613	0.1739539	0.08664794	0.2026371
Nnf1b	Q8IPW3			-0.4263152
Nnp-1	Q9VJZ7	-2.084677	-2.066307	-2.626291
Noa36	Q9VAU9	0.3827955	0.02261638	NaN
nocturnin	A8JQX3	0.55703	1.611125	0.8769589
noi	O46106	-0.009060428	0.3694944	-0.01974064
nonA	Q04047-1	-0.8656022	-0.6933411	-0.4028931
nonA-l	Q24113		-0.9230579	NaN
nop5	Q9U5W4	-1.227002	-1.765916	-1.303151
Nop56	Q8IGT5	-1.019844	-1.497079	-1.230634
Nop60B	O44081-1	-1.042224	-1.303579	-1.356753
nopo	Q7K2X1	0.6972188	-0.3820998	
Nopp140	Q7KTV5	-1.700173	-2.101412	-2.603841
Not1	A8DY81	0.6141604	-0.01151527	0.0871912
Nox	A8DWJ8	0.1677014	1.99675	1.294841
NP15.6	Q9V3L7	0.5875978	-0.08488452	-0.3213331
NPC1	Q7YU59	0.9213902	-0.01339243	
NPC2	Q9VQ62	-0.06832678	-0.2776739	-0.03353996
Nplp2	Q9VU58	-0.9159415	-0.9993365	
Nrg	P20241-1	-1.712948	-0.3065732	-0.2829828
nrm	Q9VEG9			NaN
nrv1	Q24046	0.2948272	0.2382977	0.05741553
nrv2	A4V0B5	-0.8045493		
Nrv2	Q1RL12		-0.512946	
nrv2	Q24048-1			-1.081553
Nrx-IV	Q94887	-0.423632	-0.5207488	-0.35275
Nsf2	P54351	-0.2916035	-0.1567397	-0.1316293
Ntf-2	A8JUT4	-0.1190241	0.2580967	0.3311319
Ntf-2	Q6WAR0	NaN	-1.538052	0.1791288
NTPase	O76268	-0.3173041		
NUCB1	O16124	0.3053069	0.1255188	0.1381591
nudC	Q9VVA6	0.5491768	0.2769134	0.2333973
nudE	A8JNQ1			NaN
nuf	Q6NN29	-0.114367	NaN	NaN
Nuf2	Q960D9	0.007057603		NaN
numb	P16554-1		NaN	NaN
Nup107	A1YK54	0.9181696	0.4387186	0.3765127
Nup133	A1YK77	0.5021169	0.03294719	0.1868808
Nup153	A8JV18	0.2274217	-0.06346944	0.1825652
Nup154	O62536	0.281965	0.4705108	0.5062973
Nup214	Q9W1X4	0.09793417	0.1955996	0.4011936
Nup358	Q8SWV7	-0.1676149	0.227125	0.1522483
Nup44A	Q7K2X8	-0.2596641	0.1940871	0.2371965
Nup58	Q9VDV3	-0.5109619	-0.2868849	0.06143053
Nup62	Q7JXF5	0.4421831	-0.05878847	-0.2137884
Nup75	A1YK00	0.1963597	0.04600206	0.09071802
Nup98	A1YK24	-0.1259155	-0.5736816	0.07025199
Nurf-38	O77460	0.7999728	-0.1668265	0.1678717
nxf2	Q9VV73	0.524085	-0.09020385	0.1336951
Nxt1	Q9V3H8	0.01113722	0.6235859	NaN
oaf	Q9NLA6	-0.4423332		-0.4757759
Obp44a	Q7K084	-0.8453496		
Obp56b	A1ZBP7	NaN		
Obp56d	Q8SY61	-1.180403	0.4280351	
Obp56e	Q7K088		1.466862	
Obp99a	Q9VAJ4	-0.5132886	0.8193412	0.7524061
Obp99b	Q9VAI6	0.4373887	-1.256046	-1.209428
Obp99c	Q9VAI9	-0.264116	0.04879416	-0.408493
Oda	P54361-1			NaN
O-fut1	Q9V6X7	0.4577321	0.6919807	0.7200157
ogre	P27716	-0.622743	-0.2747737	
Ogt	Q7KJA9	0.4494539	-0.6386808	0.2032638
oho23B	O76927	0.8416888	-0.4802971	-0.5674254
opa1-like	A1Z9N0	0.8500123	-0.02525047	0.1437852
or	Q9W1E8	-0.9232633	0.3458505	0.06018582
orb2	Q9VSR3-1			-0.7602354
Orc1	O16810	1.364051	2.241077	2.476382
Orc2	Q24168	0.6125272		0.7875996
Orc4	Q9W102	1.75302	1.38311	0.7377733
Orc5	Q24169	-0.3004166		0.8701082
Orc6	Q9Y1B2	NaN	0.9502444	0.81975
Orct2	Q95R48	-1.190678		
ORF	Q94885	-0.5327657	0.05116329	
Ork1	Q94526	-0.6774406	-0.4667955	-0.4354755
osa	Q8IN94	0.9013379	-0.3340979	-0.3915125
Osbp	O18397	-0.7697718	-0.3123301	-0.6833213
Oscp	Q24439	0.005999604	0.05297228	0.06212175
osk	P25158-1	-1.490108		1.917394
Ost48	Q24319	-0.05630613	-0.1790246	-0.01464531
OstStt3	Q7KN63	0.6512917	-0.8621817	-0.4993611
Ote	P20240	1.082316	2.036679	1.979074
out	Q9V3F9	0.3014615	0.5316684	-0.3390167
ox	Q9XY35	1.537885	-0.637446	0.4274989
p115	Q9NFR8	-0.3680419	-0.2486049	-0.02966166
p120ctn	Q7PLI0	-2.164754	NaN	NaN
p16-ARC	Q9VQD8		-0.1546183	-0.4547828
p24-1	Q9VYT6		-0.5779608	-0.5923536
p24-2	Q86BA5			-0.004580627
p38b	O61443	0.9695085	1.543347	0.9840425
p47	Q7K3Z3	0.2707474	0.479748	0.2918393
P58IPK	Q9VHA8	-0.1793837	0.09098883	0.08065767
P5cr	O96643	0.1799886	-0.04742785	0.1277653
pAbp	P21187	-0.0729976	-0.3978282	-0.2206478
Pabp2	Q7KNF2	-0.8080143	-0.6471963	-1.339309
Paf-AHalpha	Q9VXP4	0.354778	0.4867658	0.5999842
pain	Q9W0Y6	-0.9735011	-0.6547853	
Pak	B7Z0W0	0.07069372	-0.1939813	0.2419622
Pak3	Q8IGZ0	-0.5721136		-1.214274
Papss	Q7KUT8	-0.4715517	-1.219572	-1.59837
par-1	A1ZBL5	-0.261952	-0.3347163	1.223052
par-6	O97111	0.899426	1.547647	0.2845142
Parg	O46043	1.056101	0.5167211	0.1431322
Parp	P35875-1	-0.3127813	-0.3246719	-0.313226
pasha	Q9V9V7	-0.580435	-0.1270058	
Past1	Q8IGN0	-0.03040665	-0.2063288	-0.2337526
path	Q9VT03	-0.2073932	-1.342891	-1.07221
Patj	A4V1B2	-1.139797	-0.6965641	
Patj	Q9NB04			NaN
Patr-1	Q7KK29	-0.7452804	0.1761951	-0.2122499
pav	O16048	NaN	NaN	-0.3400024
Pax	Q2PDT4	-1.135929	-1.3138	-0.966489
Pbgs	Q9VTV9	-0.5189379	-0.3629741	-0.3419394
Pcaf	O76216	NaN		
Pcd	O76454	-3.373926	0.6723801	0.07162537
Pcf11	A1Z9W4	-0.2692725	-1.160427	-0.2958363
pcm	Q9VWI1	0.2292471	0.2396424	0.3024067
Pcmt	Q27869	-0.509037	1.023965	0.2085173
pcx	P18490			-1.158623
PDCD-5	Q9VUZ8	0.1201688	0.5057893	0.7960993
Pde11	Q9VJ79-2	-0.3793991		
Pde1c	B7YZV3	-0.1919416		
Pdi	P54399-1	-0.1355349	-0.5917012	-0.4049739
Pdk	P91622	-0.415975	-0.5925494	-0.4669151
Pdp	Q9W3Q1	-0.07997543	0.4472089	NaN
pds5	A1Z8S6	1.095204	0.4097983	0.458802
Pdsw	Q9VQR2	0.8170535	-0.06618564	-0.2289595
pea	A1Z9L3	1.047786	-0.008522615	0.3255016
PebIII	Q9W1C9	-0.2345013	0.1708224	
Pect	Q8IP79	0.3564948	0.8154934	1.212943
pelo	P48612	NaN	0.1286893	0.1868808
pen	O61345	-2.445647	-2.547679	-2.763268
Pen	P52295	0.8992915	0.5719195	0.7378598
Pep	P41073-1	-0.3683772	-0.8043501	-0.91997
pes	Q8SXU4	0.5185357	0.2814312	0.08868441
Pez	Q9V3V3		-0.3008393	NaN
Pfk	P52034-2	0.4816865	0.6763576	0.4234168
Pfrx	Q0KHQ6		0.7566817	0.07983892
Pgant35A	Q8MVS5	0.01412072		
pgant5	Q6WV17-1	-0.3151024	-0.968859	-1.106374
pgant6	Q6WV16	0.09546579	-1.263819	-0.896603
pgant9	Q8MRC9-1	1.896791	2.703987	NaN
Pgd	P41572	0.1331949	-0.1547469	-0.0575118
Pgi	P52029	0.6378723	0.389016	0.6020767
Pgk	Q01604	0.6227096	0.5212518	0.5737623
Pglym87	Q8MR44	1.932361	-0.003090655	0.03407487
Pgm	Q9VUY9	0.1661626	0.01777946	0.355129
PGRP-SB1	Q70PY2	0.8918838	0.4092551	
PH4alphaPV	Q8MQN0	0.1937502	1.046142	0.3508367
PHGPx	Q8IRD3	0.01267917	0.5507037	0.1571731
PhKgamma	Q7K4Y9			NaN
phl	P11346-1	NaN		
Phm	O01404	0.06235427	0.5465612	
ph-p	P39769		0.7965147	NaN
phr	A1Z757			NaN
phr6-4	Q0E8P0			NaN
Pi3K21B	O18683	0.2353482	-0.6046519	0.3352546
Pi3K92E	P91634	1.297502	-0.5172756	0.4932375
Pi4KIIalpha	Q8I0B7	-0.03843611	-0.04489555	0.2859348
Picot	Q9V7S5-1	NaN	NaN	-1.563582
pim	Q24454	0.1209216		
pit	Q9VD51	-2.607934	-3.185343	-2.30365
pita	Q95RQ8	-0.5714341	-0.4461087	
Pitslre	Q9VPC0	0.008841924	-0.09229402	-0.3252321
piwi	Q9VKM1	-0.07409441	-0.8709941	-0.2919806
pix	Q9VSS1	-0.1955996	-0.6697628	-0.6239764
Pk61C	Q9W0V1-4	1.331699	-0.8688057	
Pk92B	Q24458	-0.1680001	-0.1859665	0.2369518
Pka-C1	A4V0I0	0.05298471	0.9946521	
Pka-C1	P12370			0.4816089
Pka-R2	P81900-1	0.8747721	0.4563856	0.7775354
Pkg21D	Q03042		NaN	
Pkn	A8DY76	-0.5590512	-0.9280452	-0.6473544
plexA	O96681	0.3844519	0.4156505	0.7733213
Pli	O77237			-1.769256
Plip	Q86BN8-1	0.1109003	-0.03395351	-0.3678807
plu	P42570	NaN	0.8782152	1.495388
plx	Q24193	1.03003		
Pmi	Q8IQ56-1	0.8649117		1.007411
Pmm45A	A1Z7P0	-0.8317962	-0.2798442	-0.1725711
pn	O18399	0.9399526	0.2046416	0.24732
png	O46308	1.256287	0.2320467	0.6844597
Pnn	A8JQW3	-2.494108		
pnut	P40797	-0.1330374	0.2435472	0.349705
PNUTS	Q70HU2	-0.6045458	-0.4436736	
pod1	A8JV09		-0.7365809	-0.6319134
poe	Q9VLT5-1	0.3600084	0.3252713	0.5000882
Pof	Q9W123	NaN		
pol	Q8T5U3		0.5592471	
Pole2	Q95RJ7	0.9027397		0.6294733
polo	P52304	2.102589	2.420024	2.051198
poly	Q9NH01	0.1826387	0.2893624	0.6695711
polybromo	Q7YU13	-2.027154		
Pomp	Q9VIJ5	1.44332	4.774576	2.796182
pont	Q9VH07	0.1000201	-0.3027778	0.2486562
Pop2	Q8I0I5	0.7791005	0.1598875	0.1837088
porin	Q94920	0.1114769	0.4881037	0.3515153
Pp1-87B	P12982	1.046385	-0.7191862	0.08691968
Pp1alpha-96A	P48461	-0.8832297	-0.8145648	-0.00400182
Pp2A-29B	P36179	0.5133577	0.5680321	0.4457267
PP2A-B	B7Z0L6	0.229467	1.079702	
PP2A-B	Q0KI58	-0.8182779	0.1461339	0.295723
Pp2B-14D	Q27889	0.1984108	0.09545191	0.211386
Pp4-19C	O76932	1.415807	-0.000851479	0.7743338
ppan	Q9VDE5	-2.232108	-2.561069	NaN
Ppi20	Q0E9G3	-0.7604339	-0.8889421	-0.572308
ppk23	A8JV41			-0.2292639
ppl	Q9U616		0.01663897	
Ppn	Q868Z9-1	-2.583543	-3.292511	NaN
Ppox	Q9U8D0	0.2347199	0.5766672	0.3582838
PPP4R2r	Q9W2U4	0.6809602	1.104605	1.066813
pps	Q9VG78	-0.8879151	NaN	
Ppt1	Q9W3C7			0.4770555
PpV	Q27884	0.5405684	0.3500446	0.09356022
pr	P48611	0.275699	-0.3595087	-0.7661611
PR2	Q9I7F7-1	-0.1892869		-0.6239986
Prat	Q27601	-0.5287713	-0.4280418	-0.1085497
PrBP	Q9VLJ0			NaN
Prestin	Q9VVM6			NaN
primo-1	P82890-1	0.537131	0.7172104	0.494774
PRL-1	O61722	1.165726		-0.4698893
Prm	A4V1N8	0.4234101	-0.1957977	
Prm	P35415-1			NaN
prod	Q7JNE1	0.6432477		
Pros25	P40301	0.4070192	0.0182068	0.3791774
Pros26	P40304	0.7163864	0.2046416	0.3126652
Pros26.4	P48601	0.1888743	0.3033423	0.3115032
Pros28.1	P22769	0.8682525	0.1942131	0.3097583
Pros29	P18053	0.01049765	0.4831579	0.4151096
Pros35	P12881	1.054093	0.1145003	0.1910572
Pros45	O18413	0.6932011	0.153027	0.3122005
Pros54	P55035	0.5303432	0.3401635	0.3088269
Prosalpha6	Q9XZJ4	-0.01934605	0.2526579	0.3769571
Prosalpha7	Q9V5C6-1	0.2658822	0.3962691	0.3671474
Prosap	A1Z9K8	-1.051233	-0.8819328	-1.075702
Prosbeta2	O17311	0.2536012	0.5725017	0.3762904
Prosbeta3	Q9XYN7	0.7285504	-0.09705434	0.2684343
Prosbeta4	Q9VNA5	0.6529467	-0.4403614	0.3460776
Prosbeta5	Q7K148	0.6258453	0.1911836	0.3159139
ProsMA5	Q95083	0.4962239	-0.02126257	0.3702759
Prp18	Q9V437	-0.24732		NaN
prp8	A1Z8U0	0.1361091	0.04488368	0.4360552
pr-set7	Q9VFK6	NaN		
Prx2540-1	A1Z892	0.04727875		0.8584585
Prx2540-2	Q7JX87		0.7376868	
Prx5037	Q9VEJ0	0.2232558	-0.2449073	0.04809668
Prx6005	Q95SB0	0.3392904	-0.00337989	0.1587248
ps	Q0KI96	-1.265257	-1.131029	-1.365834
Psa	Q8IRH0	0.01919964	-0.08092692	-0.03765087
Psf1	Q9W0I7			0.03689012
Psf2	Q9VQY9			NaN
Psf3	Q9W2V7			0.2106382
Psi	A1ZAK7	0.158526	0.5153087	0.3406192
psidin	Q9VDQ7	0.3910016	-0.6051128	-0.3991784
Psn	O02194-1	0.1178813	0.14496	NaN
psq	A1Z8A4	-2.127567	NaN	NaN
PSR	Q9VD28	0.4702291		NaN
pst	Q95SF7	-0.2331518	-2.185868	
Ptp10D	P35992-3	-2.053807		
Ptp61F	Q9W0G1-1	0.008450042	0.3855966	0.2679552
Ptp69D	P16620-1	-0.6317096		0.03097168
Ptpa	Q24466	-0.07107621	0.6465313	0.840282
ptr	Q9W4Z1	-2.237135	-1.230668	-1.483864
pUf68	Q8T6B9-1	0.1969218	0.1037997	0.08651205
pum	P25822-1	0.1932058	1.043205	1.254413
Pus10	Q9VPK7	-0.3528714	-0.03461836	0.02332628
put	Q24229			-0.05436229
Pvr	Q7KTI7		-0.2266281	-0.3492538
pxt	Q9VEG6-1	0.6534005		0.9102722
pyd	B7Z0U1		NaN	
PyK	O62619-1	0.2568729	0.2717842	0.580242
pzg	Q9VP57	-1.902344	-1.163429	-1.371684
qkr54B	A1ZAT7	-0.1587248		
qkr58E-1	O44435	-0.3200802	-0.09349415	
qkr58E-3	O44434	NaN		-0.2285369
Qm	O61231	-0.2464689	-0.4602109	-0.6282738
qm	O61538	-0.729444	-0.1059234	-0.03845077
qtc	Q59E00			NaN
qua	Q23989-1	-1.704651		-2.761605
qua	Q23989-2		-2.755551	
r	P05990-1	-0.2589409	-0.307073	-0.01141343
R	P08645	-0.02261638	0.1996252	0.1576905
r2d2	Q2Q0K7	-0.5415149	-0.4921191	-0.5572422
Rab1	O18332	-0.04012096	-0.1010874	0.09504669
Rab10	O15971	-0.312549	0.05575094	-0.2572176
Rab11	O18335	0.07416762	0.06584801	0.197488
Rab14	O18336	-1.341416	0.08515262	0.387142
Rab2	O18333	1.140889	0.1285573	0.1924466
Rab21	Q7PLE8	-0.8090851	0.3526456	NaN
Rab35	Q95RH7	-0.05505682		0.03280615
Rab39	Q8SYS5	1.352842	0.6089984	NaN
rab3-GAP	Q9VKB9-1	0.08857683	0.4960021	0.1134338
Rab4	Q7KY04	1.014762	1.20989	0.8200768
Rab40	Q8IR80	0.2524665	-0.124503	
Rab5	Q9V3I2	-0.03083044	-0.2303468	0.07860982
Rab6	O18334	0.5152534	-0.5901149	-0.2056298
Rab7	O76742	-0.07093885	0.262794	0.3589589
Rab8	O18338	0.4187162	-0.4468361	-0.337758
Rab9	Q9VIW6	0.4454013		
Rab-RP4	O18337	1.677795	-0.091925	-0.5237738
Rac1	P40792	-0.3358262	0.322505	0.5899552
Rac2	P48554	-0.3802861	-0.1916726	-0.4266254
Rack1	O18640	-0.1873877	-0.6412887	-0.4791503
Rad17	O96532	0.2044325	1.067019	1.175812
Rad21	O96689	0.09286324		1.939753
Rad23	Q8IMB7	-0.4679055	-0.4548619	-0.4200089
rad50	Q9W252	0.4056999	0.4674881	0.8872913
Rad9	A8JNV5	0.9234409		NaN
Rae1	Q7JVX4	-0.09639683	-0.1490406	0.06433112
Rala	P48555	0.01479109	-0.1488966	-0.07931032
ran	A4V4A5	0.4267224	0.1866274	
ran	Q9VZ23			0.1289532
Ranbp11	Q7K0Q2	0.6699236	0.3523065	0.3518545
Ranbp16	Q9GQN0	0.3920046	0.2851063	0.2389091
Ranbp21	Q2XXZ0	-0.6778014	-1.287008	-1.521142
Ranbp9	Q9VGP4	0.8661997	-0.1179439	0.2255217
RanBPM	Q4Z8K6-1	0.6078146	1.333939	0.9408057
RanGap	Q9VIW3	0.08260643	-0.386921	-0.08955901
Rap2l	O96692	-0.3698294	0.02304246	-0.1737098
raps	Q9NFR7	0.02701329	0.3483458	0.4281424
raptor	Q9W437	-0.02162186	-0.5254341	-0.6000962
ras	A4V488	-0.587749	-0.2594091	
ras	Q07152-1			0.009203812
Ras64B	P04388	-0.7136958		
Ras85D	P08646	0.1170988	0.1160985	0.3327366
Rassf	Q9VCQ7	0.5267639		1.427982
rb	O77290	-0.1812935	-0.2390552	-0.1108069
Rb97D	A4V3H1	1.634643	-0.8842477	
Rbf	Q24472	-0.1461339	-0.6002492	
Rbf2	Q9NIS1		NaN	
Rbm13	Q9W3B2	-1.218967	-2.287501	-0.9580002
Rbp1	Q02427-3	0.5590265	0.1031283	-0.3811976
Rbp1-like	Q9VYD8	-0.5332643		-0.5352481
Rbp2	Q26272	0.498403	0.07847318	-0.1319455
Rbp4	Q24024		-0.2076777	
Rbsn	Q9VLS5			NaN
Rca1	P91666	1.908334	1.137438	2.176706
rdgB	P43125-1			-0.1033949
rdgBbeta	Q9U9P7			NaN
rdx	Q9VFP2-1	-0.4611094	0.5160151	-0.1928264
rec	Q9VF30		NaN	
RecQ4	Q9NH11	1.58541	2.189224	1.550851
RecQ5	Q7YZ98	0.9253302		
ref(2)P	P14199	-0.4256741	0.3937456	-0.05238625
REG	Q9V3P3	0.4211482	0.1701815	0.2330291
Reg-5	Q94913	-2.011961		
regucalcin	Q76NR6	-0.1096949	0.6851777	0.298541
Rel	Q94527-1			NaN
Rep	Q9V8W3	-0.2872358	0.5129854	0.4822288
Rep1	O61464	0.7131898		
Rep2	A8DY77	0.8848069		0.3413026
Rep4	Q9NDR2			-0.4449103
rept	Q9V3K3	0.1302076	-0.1922165	0.241108
retm	Q9VMD6	0.6001617		
Rev1	Q8T9I8			NaN
Rfabg	Q9V496	-0.009203812	-0.1996529	0.2144979
RfC3	Q9VKW3	0.4989125	0.7520635	0.5938796
RfC38	Q7KLW6	1.094218	0.262794	0.6350578
RfC40	P53034	-0.01792198	0.9137224	0.5730836
RFeSP	Q9VQ28	-0.3294107	0.2853431	0.01392662
rg	B7Z0X3	-0.3470986	-0.7080665	-0.3514977
Rga	Q94547-1	-0.01877663	0.5011079	0.1806571
rhea	Q960C2	0.3011415	0.5533605	0.5118728
Rheb	Q9VND8	-0.2244108	0.6410835	0.359971
Rho1	A4UZI6	1.028881	0.08392822	
Rho1	P48148			0.2363395
rho-4	Q0KHT6			NaN
rho-7	A1Z8R8	NaN		
RhoGAP15B	Q0KHR5			NaN
RhoGAP1A	Q29QE1	-0.4833644	-0.6677218	-0.4271491
RhoGAP5A	Q961S1	NaN		
RhoGAP68F	Q9VTU3	1.386732	2.176227	1.6072
RhoGAP71E	B7Z058	2.15727		
RhoGAP92B	Q9VDS5	-0.3615439	-0.006159014	0.4381864
RhoGAPp190	Q8MRC6	-0.01435528	-0.07938655	-0.03075183
RhoGDI	Q9VW59	1.552749	0.6911768	0.6500293
RhoGEF2	A1ZAN6	-0.1178281	-0.6875439	0.6984852
ric8a	Q9W358	1.332607	0.5487326	0.4099069
rictor	Q7YU91	-0.690283		NaN
rig	Q86BY9	0.6197361	0.4310345	0.6754547
rin	Q9NH72	0.03199034	0.1401242	0.1398623
Ripalpha	Q9VL31	2.17873	2.070836	NaN
rl	P40417-1	-0.7271799	-0.2568556	-0.5842413
r-l	Q01637	0.1026202	-0.5636675	0.07491644
Rlb1	Q27411	-1.93361		
Rlc1	Q27370	0.2302959	-0.589724	-0.2961905
Rm62	P19109-1	-0.9368923	-1.384471	-1.367397
Rme-8	A1Z7S0	0.04051173	0.2503552	0.1885276
RNaseX25	Q24485	0.8353939	5.390667	-0.1520031
rnh1	A1Z768	0.2084943	0.5616927	0.2450088
Rnp4F	A8JUY0	-0.3281471	-0.5627083	
Rnp4F	Q9W4D2-1			-0.2887871
RnrL	P48591	0.7386737	0.504061	0.7502635
RnrS	P48592	5.531823	4.105175	2.33674
RN-tre	A1Z9K4			NaN
robl	Q7KMS3	1.302369	-0.4911252	0.127105
Roc1a	B7Z114	0.6952553	1.579373	0.236462
Roc2	Q7JWH5	0.7423859		NaN
rod	O96695	1.336573	-0.0467124	0.6183326
Roe1	P48604	0.5085676	-0.4771005	-0.5330962
rogdi	Q9VVE2-2	1.296084	0.1094274	
rok	Q961D4	0.4677129	0.4683226	0.4101239
Rop	Q07327	-0.06281248	-0.3046654	-0.1724086
rost	O44252	0.4852363		NaN
