Accession	log2FC	t.ord	t.mod	p.ord	p.mod	q.ord	q.mod	sig	comparison	Description	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Chromosome	KEGG Pathways
Q9W253	-0.0151891118857943	-0.143569664338655	-0.140623029919028	0.890540797893191	0.888829967471953	0.498654746433308	0.519105020646859	NO	Egg_WT - Oocyte_WT	LD41023p OS=Drosophila melanogaster GN=mRpS29 PE=1 SV=1	cell death;cell organization and biogenesis;metabolic process	ribosome	structural molecule activity	Pf10236	37563	FBgn0034727	mRpS29	2R	
Q9W254	NA	NA	NA	NA	NA	NA	NA	NA	Egg_WT - Oocyte_WT	Quaking related 58E-2, isoform A OS=Drosophila melanogaster GN=qkr58E-2 PE=1 SV=1			RNA binding	Pf00013, Pf13014	37562	FBgn0022985	qkr58E-2	2R	
Q9W255	0.097380909693257	0.919850701703717	0.901486360251906	0.393130002952467	0.372393740012634	0.319019622335682	0.326819503407823	NO	Egg_WT - Oocyte_WT	GH05812p OS=Drosophila melanogaster GN=qkr58E-1 PE=1 SV=1	metabolic process	nucleus;spliceosomal complex	RNA binding	Pf00013, Pf13014	37561	FBgn0022986	qkr58E-1	2R	
Q9W256	-0.0600479960916473	-0.516837089457941	-0.548360452923827	0.623760759848012	0.586304165893068	0.410340826481663	0.419153288168528	NO	Egg_WT - Oocyte_WT	IP14609p OS=Drosophila melanogaster GN=Mes4 PE=1 SV=1	metabolic process;response to stimulus	nucleus	catalytic activity;DNA binding;protein binding	Pf00125, Pf00808	37560	FBgn0034726	Mes4	2R	Nucleotide excision repair; Metabolic pathways; DNA replication; Pyrimidine metabolism; Purine metabolism; Base excision repair
Q9W258	-1.4342133878407	-17.5183068014158	-13.653000543154	2.21958738134346e-06	3.64075338905438e-17	0.000924157145569661	8.79349786328883e-15	YES	Egg_WT - Oocyte_WT	Babos, isoform A OS=Drosophila melanogaster GN=babos PE=2 SV=2	regulation of biological process	extracellular;membrane	protein binding	Pf00047, Pf07679, Pf13895	37557	FBgn0034724	babos; CG3624	2R	
Q9W277	0.0502903041570821	0.702529951788877	0.483630031923601	0.508673454206244	0.63112289788922	0.364952612239343	0.436222787660933	NO	Egg_WT - Oocyte_WT	Vacuolar protein sorting-associated protein 35 OS=Drosophila melanogaster GN=Vps35 PE=1 SV=4	regulation of biological process;transport	cytosol;endosome	protein binding;transporter activity	Pf03635	37536	FBgn0034708	Vps35	2R	
Q9W278	0.258793396640367	2.9117971702092	2.44500175029086	0.0269173120600208	0.0186936458996975	0.0988230025403846	0.0552865617533671	NO	Egg_WT - Oocyte_WT	Mediator of RNA polymerase II transcription subunit 16 OS=Drosophila melanogaster GN=MED16 PE=1 SV=2	metabolic process;regulation of biological process;response to stimulus	nucleus	protein binding	Pf11635	37535	FBgn0034707	MED16	2R	
Q9W282	0.252379858138617	3.01828172407091	2.39811321563415	0.0234489427292825	0.0209301962773336	0.0933527122611692	0.0599604710139669	NO	Egg_WT - Oocyte_WT	tRNA pseudouridine synthase OS=Drosophila melanogaster GN=CG3045 PE=1 SV=1	metabolic process	cytoplasm;nucleus	catalytic activity;RNA binding	Pf01416	37531	FBgn0034703	CG3045	2R	
Q9W289	0.118872261184018	1.26124524872064	1.11619410090736	0.254039547388674	0.270589801133157	0.25188447552725	0.272946203761057	NO	Egg_WT - Oocyte_WT	Golgi matrix protein 130 kD ortholog OS=Drosophila melanogaster GN=GM130 PE=1 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process;transport	endoplasmic reticulum;Golgi	protein binding	Pf04111, Pf15070	37524	FBgn0034697	GM130	2R	
Q9W293	0.22649294642958	3.5656746442291	2.19373661316131	0.011845790682926	0.0337548487044746	0.0728411704240961	0.0819834216091904	NO	Egg_WT - Oocyte_WT	CG6613 OS=Drosophila melanogaster GN=CG6613 PE=1 SV=1	regulation of biological process;response to stimulus		metal ion binding;protein binding	Pf02759, Pf13639, Pf13901	37520	FBgn0034694	CG6613	2R	
Q9W298	0.107790162827285	0.683700959395991	0.924655582566673	0.519680514133058	0.360348615460893	0.370420962169704	0.320898722156792	NO	Egg_WT - Oocyte_WT	CG2921 OS=Drosophila melanogaster GN=CG2921 PE=1 SV=1	metabolic process;regulation of biological process		protein binding	Pf01937, Pf09062	37515	FBgn0034689	CG2921	2R	
Q9W299	0.229244302303439	2.21859870965647	2.12901335612389	0.0683295945923954	0.0390701565067102	0.140885734330734	0.0891620511655121	NO	Egg_WT - Oocyte_WT	CG11474, isoform A OS=Drosophila melanogaster GN=CG11474 PE=1 SV=1				Pf01937	37514	FBgn0034688	CG11474	2R	
Q9W2D6	0.208632691585029	1.50469873294409	1.84428423983783	0.183104354026108	0.0720966296176399	0.215912395735513	0.127083321906377	NO	Egg_WT - Oocyte_WT	Mitochondrial import inner membrane translocase subunit Tim10 OS=Drosophila melanogaster GN=Tim10 PE=3 SV=1	cell organization and biogenesis;defense response;regulation of biological process;response to stimulus;transport	membrane;mitochondrion	metal ion binding;transporter activity	Pf02953	37478	FBgn0027360	Tim10	2R	
Q9W2D9	0.0341128728276594	0.508166612331815	0.329382657407916	0.62947346227652	0.743479023264174	0.412143502417952	0.475757980749902	NO	Egg_WT - Oocyte_WT	Eukaryotic translation initiation factor 3 subunit K OS=Drosophila melanogaster GN=CG10306 PE=2 SV=1	metabolic process;regulation of biological process	cytoplasm	RNA binding	Pf03399, Pf10075	37475	FBgn0034654	CG10306	2R	
Q9W2E3	0.00365889434679723	0.0357266081027541	0.0340193680167762	0.972659297814692	0.973020460249897	0.520839159254367	0.542790518788589	NO	Egg_WT - Oocyte_WT	Negative cofactor 2alpha OS=Drosophila melanogaster GN=NC2alpha PE=1 SV=2	cell organization and biogenesis;regulation of biological process	nucleus	protein binding	Pf00808	37471	FBgn0034650	NC2alpha	2R	
Q9W2E7	0.217248297747476	3.10962370079727	2.09254357426317	0.0208588498805202	0.0423786058755004	0.0870707981236387	0.0934292064429268	NO	Egg_WT - Oocyte_WT	Rae1 OS=Drosophila melanogaster GN=Rae1 PE=1 SV=1	cell organization and biogenesis;regulation of biological process;transport	mitochondrion;nucleus	protein binding;RNA binding	Pf00400	37467	FBgn0034646	Rae1	2R	RNA transport
Q9W2E9	1.81476234487764	13.1187336604975	16.0500838966583	1.21022956357336e-05	1.10665215507308e-19	0.00210493496798619	4.81120696132069e-17	YES	Egg_WT - Oocyte_WT	CG10082, isoform A OS=Drosophila melanogaster GN=CG10082 PE=4 SV=2	metabolic process		catalytic activity;protein binding	Pf03770	37465	FBgn0034644	CG10082	2R	
Q9W2F4	0.129810440263411	1.44218221379481	1.22485288879764	0.199343599868128	0.22735421905165	0.22392818409418	0.247159490210465	NO	Egg_WT - Oocyte_WT	Cricklet OS=Drosophila melanogaster GN=clt PE=1 SV=1	metabolic process;response to stimulus		catalytic activity	Pf00135, Pf07859	117300	FBgn0000326	clt	2R	
Q9W2F6	0.198264213027521	1.11764670343018	1.64536736809879	0.306461461212294	0.107246952750624	0.27907017573605	0.162201184573305	NO	Egg_WT - Oocyte_WT	CG10433, isoform A OS=Drosophila melanogaster GN=CG10433-RA PE=2 SV=1	defense response;reproduction;response to stimulus				37458	FBgn0034638	CG10433	2R	
Q9W2G5	0.297619977734271	4.19608536873805	2.86388547542739	0.00571055149531022	0.00646689559608953	0.0518205940603145	0.0267184727905421	NO	Egg_WT - Oocyte_WT	LD41005p OS=Drosophila melanogaster GN=TAF1C-like PE=1 SV=1	regulation of biological process		protein binding		37450	FBgn0034631	CG10496; TAF1C-like	2R	
Q9W2G8	-0.0226143519621651	-0.166063636498445	-0.200659660644746	0.873561427890604	0.841918757617429	0.493131559611541	0.507384215747938	NO	Egg_WT - Oocyte_WT	Acyl-coenzyme A oxidase OS=Drosophila melanogaster GN=Acox57D-d PE=1 SV=1	metabolic process		catalytic activity;nucleotide binding	Pf01756, Pf02770, Pf14749	37446	FBgn0034629	Acox57D-d	2R	Biosynthesis of unsaturated fatty acids; Fatty acid degradation; Peroxisome; Metabolic pathways; Fatty acid metabolism; alpha-Linolenic acid metabolism
Q9W2G9	0.689383788951668	5.703731588668	6.25487996923907	0.00125595078790002	1.60850269029356e-07	0.0242717471047824	4.31667828017091e-06	YES	Egg_WT - Oocyte_WT	Acyl-coenzyme A oxidase OS=Drosophila melanogaster GN=Acox57D-p PE=1 SV=1	metabolic process		catalytic activity;nucleotide binding	Pf01756, Pf02770, Pf14749	37445	FBgn0034628	Acox57D-p	2R	Peroxisome; Fatty acid metabolism; Metabolic pathways; alpha-Linolenic acid metabolism; Biosynthesis of unsaturated fatty acids; Fatty acid degradation
Q9W2H8	-0.0201628190736205	-0.206139310623378	-0.188527768507818	0.843498887450757	0.851357370912517	0.486864673330147	0.510392057157931	NO	Egg_WT - Oocyte_WT	CG9485, isoform B OS=Drosophila melanogaster GN=CG9485 PE=1 SV=3	metabolic process		catalytic activity	Pf00128, Pf06202, Pf06925, Pf14699, Pf14701, Pf14702	37435	FBgn0034618	CG9485	2R	
Q9W2H9	0.0107467830649899	0.111894013423934	0.100697737030096	0.914556919401064	0.92026240499546	0.504032448310221	0.528098117570238	NO	Egg_WT - Oocyte_WT	Protein panoramix OS=Drosophila melanogaster GN=CG9754 PE=1 SV=1	metabolic process;regulation of biological process	nucleus	protein binding;RNA binding		37434	FBgn0034617	CG9754; Panx	2R	
Q9W2I0	0.396058850018779	4.61411922440428	3.75439302474332	0.00363770893200545	0.000520788380321439	0.0407448638955913	0.00410171152620164	YES	Egg_WT - Oocyte_WT	CG42672, isoform P OS=Drosophila melanogaster GN=CG42672 PE=1 SV=5		membrane	protein binding	Pf00023, Pf07693, Pf12796, Pf13606, Pf13637, Pf13857	37433	FBgn0261554	CG42672	2R	
Q9W2I2	0.204026454780317	1.73751134566423	1.86001594022266	0.13296709696399	0.069790354971772	0.186323672272283	0.125274931372519	NO	Egg_WT - Oocyte_WT	CG9752 OS=Drosophila melanogaster GN=CG9752 PE=1 SV=1	metabolic process			Pf10343	37431	FBgn0034614	CG9752	2R	
Q9W2I4	0.30241567619876	2.17631356512158	2.67207485029777	0.0724285463528756	0.0106333689890709	0.143933517380674	0.0380798389456393	NO	Egg_WT - Oocyte_WT	FI01566p OS=Drosophila melanogaster GN=Sgf29 PE=1 SV=2	cell organization and biogenesis;metabolic process	nucleus	catalytic activity;protein binding	Pf07039	37429	FBgn0050390	Sgf29	2R	
Q9W2K2	0.111527584771956	1.92191665895667	1.08500999593022	0.10299206400496	0.284013746271976	0.16542558488772	0.281010283361067	NO	Egg_WT - Oocyte_WT	IP04848p OS=Drosophila melanogaster GN=LSm1 PE=1 SV=1	cell organization and biogenesis;metabolic process		RNA binding	Pf01423	37413	FBgn0261067	LSm1	2R	RNA degradation
Q9W2L6	-0.312808199622847	-4.33528145835891	-3.00660192943111	0.00490040958791548	0.00441571943171924	0.0477937138178104	0.0199973820173684	NO	Egg_WT - Oocyte_WT	CG9394, isoform A OS=Drosophila melanogaster GN=CG9394 PE=1 SV=1	cellular homeostasis;metabolic process		catalytic activity	Pf00686, Pf03009	37399	FBgn0034588	CG9394	2R	
Q9W2M0	0.205048935938542	2.85887414124027	1.97165169815902	0.0288441984129578	0.0551600059634399	0.100902559910605	0.110004566998348	NO	Egg_WT - Oocyte_WT	LD23155p OS=Drosophila melanogaster GN=Rbpn-5 PE=1 SV=2	cell organization and biogenesis;metabolic process	cytoplasm;endosome	metal ion binding;protein binding	Pf01363, Pf03938, Pf04111, Pf09311, Pf12128, Pf14634	37395	FBgn0034585	CG4030; Rbpn-5	2R	Endocytosis
Q9W2M2	-0.686183344859826	-3.57131543990129	-5.54991607548845	0.0117655163030272	1.68418750481581e-06	0.0728411704240961	3.35874360372779e-05	YES	Egg_WT - Oocyte_WT	Trehalase OS=Drosophila melanogaster GN=Treh PE=1 SV=1	metabolic process;regulation of biological process		catalytic activity	Pf01204, Pf06202	45368	FBgn0003748	Treh	2R	Starch and sucrose metabolism; Metabolic pathways
Q9W2M4	0.0227191557048982	0.183091110348358	0.20519859411899	0.860756753541496	0.838393425760022	0.491133091789832	0.506382777881365	NO	Egg_WT - Oocyte_WT	CG10527 OS=Drosophila melanogaster GN=CG10527 PE=1 SV=1		cytoplasm	catalytic activity	Pf11901, Pf12248	37393	FBgn0034583	CG10527	2R	
Q9W2M8	0.168630312100319	1.9284425211073	1.59570352079403	0.102064372220618	0.117940961758669	0.164841766828074	0.170803545755746	NO	Egg_WT - Oocyte_WT	FI06587p OS=Drosophila melanogaster GN=mRpL54 PE=1 SV=1	cell organization and biogenesis;metabolic process	ribosome	structural molecule activity	Pf08561	37389	FBgn0034579	mRpL54	2R	
Q9W2N0	0.0145171488475064	0.232856041599795	0.140745981723745	0.823613311226305	0.888733422124229	0.480754777136164	0.519105020646859	NO	Egg_WT - Oocyte_WT	F-actin-capping protein subunit alpha OS=Drosophila melanogaster GN=cpa PE=2 SV=1	cell organization and biogenesis;cellular component movement;regulation of biological process;transport	membrane	protein binding	Pf01267	37387	FBgn0034577	cpa	2R	Endocytosis
Q9W2N5	0.0799629920777818	0.742732857444606	0.738538818189493	0.485694767746101	0.464232922350823	0.356408770953581	0.366904966169217	NO	Egg_WT - Oocyte_WT	CG3295 OS=Drosophila melanogaster GN=CG3295 PE=1 SV=1	metabolic process	cytoplasm;nucleus	catalytic activity;protein binding	Pf10607, Pf13445	37382	FBgn0034573	CG3295	2R	
Q9W2N6	NA	NA	NA	NA	NA	NA	NA	NA	Egg_WT - Oocyte_WT	CG9346 OS=Drosophila melanogaster GN=CG9346 PE=1 SV=1	metabolic process		RNA binding	Pf00076, Pf00618, Pf01805, Pf08312, Pf12243, Pf13893, Pf14259	37381	FBgn0034572	CG9346	2R	Spliceosome
Q9W2P0	0.128493963181398	1.10096309970693	1.17256754394003	0.313108776305186	0.247478614455582	0.280955605696953	0.258014745163832	NO	Egg_WT - Oocyte_WT	Dim gamma-tubulin 3 OS=Drosophila melanogaster GN=dgt3 PE=1 SV=2	cell division;cell organization and biogenesis;regulation of biological process	cytoplasm;cytoskeleton		Pf14932	37377	FBgn0034569	dgt3	2R	
Q9W2P5	0.133131995059651	1.73449373000746	1.27395653123746	0.133522946880919	0.209579023180238	0.18668639715324	0.236601937504186	NO	Egg_WT - Oocyte_WT	CG9344 OS=Drosophila melanogaster GN=CG9344 PE=1 SV=1	metabolic process	nucleus;spliceosomal complex	protein binding;RNA binding	Pf01423	37372	FBgn0034564	CG9344	2R	RNA degradation; Spliceosome
Q9W2R3	NA	NA	NA	NA	NA	NA	NA	NA	Egg_WT - Oocyte_WT	LP03320p OS=Drosophila melanogaster GN=sktl PE=1 SV=2	cell death;cell organization and biogenesis;metabolic process;regulation of biological process	chromosome;membrane;nucleus	catalytic activity;nucleotide binding;protein binding	Pf01504	37356	FBgn0016984	sktl	2R	Inositol phosphate metabolism; Endocytosis; Phosphatidylinositol signaling system; Metabolic pathways
Q9W2S1	-0.01266830667962	-0.0758120300814194	-0.106986776034933	0.942033273162905	0.915301265598482	0.511887007509059	0.526780860548085	NO	Egg_WT - Oocyte_WT	CG32675-PA, isoform A OS=Drosophila melanogaster GN=Tango5 PE=1 SV=1	cell organization and biogenesis;transport	endoplasmic reticulum;membrane		Pf09335	326232	FBgn0052675	Tango5	X	
Q9W2S2	-0.0452970380891831	-0.638613617185263	-0.435875504609678	0.546662342085584	0.665125852280692	0.381362671490812	0.449888966340052	NO	Egg_WT - Oocyte_WT	CG32672-PA OS=Drosophila melanogaster GN=Atg8a PE=1 SV=1	cell communication;cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;vacuole	protein binding	Pf02991, Pf04110	32001	FBgn0052672	Atg8a	X	
Q9W2T3	-0.373117821502586	-3.56302550863769	-3.45911115972694	0.0118836995372037	0.00124237925402931	0.0728411704240961	0.00778283145138981	NO	Egg_WT - Oocyte_WT	CG2124 OS=Drosophila melanogaster GN=CG2124 PE=1 SV=1		mitochondrion	RNA binding		31989	FBgn0030217	CG2124	X	
Q9W2U4	0.246860432340869	2.50288955914371	2.30593164681206	0.0463467165631201	0.0260429845830978	0.119422490583194	0.0695471373121072	NO	Egg_WT - Oocyte_WT	Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Drosophila melanogaster GN=PPP4R2r PE=1 SV=2	regulation of biological process		enzyme regulator activity	Pf09184	31979	FBgn0030208	PPP4R2r	X	
Q9W2U7	0.0171940321030526	0.207979962582526	0.163541095040278	0.84212461030159	0.870865112759396	0.486822195084183	0.514919579857122	NO	Egg_WT - Oocyte_WT	LP18708p OS=Drosophila melanogaster GN=nocte PE=1 SV=4	regulation of biological process;response to stimulus		protein binding	Pf07001	31976	FBgn0261710	nocte	X	
Q9W2U8	0.0869383312656336	1.14961392852041	0.832849353228199	0.294055157778387	0.409570458444583	0.273669995877484	0.342223010468977	NO	Egg_WT - Oocyte_WT	Neb-cGP, isoform A OS=Drosophila melanogaster GN=Neb-cGP PE=1 SV=1	regulation of biological process	membrane	protein binding	Pf14960	50417	FBgn0083167	Neb-cGP	X	
Q9W2V7	-0.0447485019729488	-0.538035429522892	-0.425401693795458	0.609914544701901	0.672683248787502	0.405407252091401	0.451839001453798	NO	Egg_WT - Oocyte_WT	AT18545p OS=Drosophila melanogaster GN=Psf3 PE=1 SV=1	cell communication;metabolic process	nucleus	catalytic activity	Pf05916	31967	FBgn0030196	Psf3	X	
Q9W2V9	0.453898633061264	4.18373717972943	4.18770096573964	0.00578939194400393	0.000138460246471959	0.0523086056771592	0.00143323932250092	YES	Egg_WT - Oocyte_WT	CG2221-PA OS=Drosophila melanogaster GN=l(1)G0289 PE=1 SV=1		membrane		Pf01437	31964	FBgn0028331	l(1)G0289	X	
Q9W2X6	-0.0923871751252179	-1.28262818298705	-0.888096509113704	0.24694178952976	0.379471283010085	0.248570538463582	0.329425717492495	NO	Egg_WT - Oocyte_WT	Lethal (1) G0230, isoform A OS=Drosophila melanogaster GN=ATPsyndelta PE=1 SV=1	metabolic process;transport	mitochondrion	catalytic activity;transporter activity	Pf02823	31950	FBgn0028342	l(1)G0230; ATPsyndelta	X	Metabolic pathways; Oxidative phosphorylation
Q9W2Y3	-0.114524347924207	-0.854427963811448	-1.01946191641847	0.425662028808638	0.313733309486046	0.331622789586184	0.297679173333573	NO	Egg_WT - Oocyte_WT	NAD(P)H-hydrate epimerase OS=Drosophila melanogaster GN=CG2974 PE=2 SV=2	metabolic process	mitochondrion	catalytic activity;metal ion binding;nucleotide binding	Pf03853	31944	FBgn0030178	CG2974	X	
Q9W2Y4	0.0778350041413773	0.517223119676553	0.675463173656968	0.623507077791973	0.503028374427787	0.410340826481663	0.383807045908912	NO	Egg_WT - Oocyte_WT	CG2972, isoform B OS=Drosophila melanogaster GN=CG2972 PE=1 SV=2	cell communication;metabolic process;response to stimulus		catalytic activity;metal ion binding	Pf08772	31943	FBgn0030177	CG2972	X	Ribosome biogenesis in eukaryotes
Q9W2Z6	-0.263505452011005	-2.10450735477965	-2.37615532637667	0.0799777478348369	0.0220583565090179	0.148631557011116	0.0620534612864986	NO	Egg_WT - Oocyte_WT	CG32694, isoform A OS=Drosophila melanogaster GN=CG32694 PE=1 SV=2					31933	FBgn0052694	CG32694	X	
Q9W303	0.127179676558715	1.5050232542474	1.20731884081224	0.183023366042714	0.233964006334731	0.215912395735513	0.249918004946524	NO	Egg_WT - Oocyte_WT	Chitinase-like protein Idgf4 OS=Drosophila melanogaster GN=Idgf4 PE=2 SV=1	development;metabolic process;response to stimulus	extracellular	catalytic activity;protein binding	Pf00704	31926	FBgn0026415	Idgf4	X	
Q9W306	0.162224488542732	1.69909719057133	1.52107062625075	0.140214300114995	0.135623800352862	0.191397823259989	0.184645643371698	NO	Egg_WT - Oocyte_WT	CG9691, isoform B OS=Drosophila melanogaster GN=CG9691 PE=1 SV=1					31923	FBgn0030160	CG9691	X	
Q9W327	0.0539560587198675	0.687376014366801	0.515415906090603	0.517519973305671	0.608924472992942	0.36927798425316	0.428395710751357	NO	Egg_WT - Oocyte_WT	Lysine--tRNA ligase OS=Drosophila melanogaster GN=Aats-lys PE=1 SV=2	metabolic process	cytoplasm;mitochondrion	catalytic activity;nucleotide binding	Pf00152, Pf00587, Pf01336	31904	FBgn0027084	Aats-lys; LysRS	X	Aminoacyl-tRNA biosynthesis
Q9W328	0.108357870421983	1.78149813248656	1.05184912535849	0.125116906796323	0.298793398482573	0.181093519751342	0.290320666768392	NO	Egg_WT - Oocyte_WT	Protein LST8 homolog OS=Drosophila melanogaster GN=Lst8 PE=2 SV=2	cell organization and biogenesis;regulation of biological process;response to stimulus	cytoplasm	protein binding	Pf00400	31903	FBgn0264691	CG3004; Lst8	X	mTOR signaling pathway
Q9W329	0.0525178551097056	0.779968338714472	0.507003880597399	0.465055437558807	0.614764189425044	0.347773960622228	0.429695773396233	NO	Egg_WT - Oocyte_WT	Golgi-localized, gamma-adaptin ear containing, ARF binding protein OS=Drosophila melanogaster GN=Gga PE=1 SV=2	transport	cytoplasm;cytosol	protein binding;transporter activity	Pf00790, Pf02883, Pf03127	31902	FBgn0030141	Gga	X	Lysosome
Q9W330	0.0513504110802554	0.489478175704517	0.475946757136714	0.641882253605282	0.636541886693241	0.415797624499277	0.438154998725617	NO	Egg_WT - Oocyte_WT	Hexokinase OS=Drosophila melanogaster GN=Hex-A PE=1 SV=1	cellular homeostasis;metabolic process	cytosol	catalytic activity;enzyme regulator activity;nucleotide binding	Pf00349, Pf03727	45875	FBgn0001186	Hex-A	X	
Q9W333	0.222900492220127	1.49531324288104	1.93873719082879	0.185461149063413	0.0591705832364397	0.21685373015468	0.114331588362667	NO	Egg_WT - Oocyte_WT	CG15317 OS=Drosophila melanogaster GN=CG15317 PE=2 SV=1					31898	FBgn0030137	CG15317	X	
Q9W334	-0.0974048759852053	-0.4418353824339	-0.748592705133968	0.674087565804056	0.45821227924723	0.428487301403885	0.364185207834986	NO	Egg_WT - Oocyte_WT	40S ribosomal protein S28 OS=Drosophila melanogaster GN=RpS28b PE=1 SV=2	cell organization and biogenesis;metabolic process	ribosome	RNA binding;structural molecule activity	Pf01200	31897	FBgn0030136	RpS28b	X	Ribosome
Q9W335	-0.408936805458229	-3.50719584152891	-3.73230679307753	0.0127146465884576	0.00055634552494099	0.0738816593594336	0.00427337566860805	YES	Egg_WT - Oocyte_WT	LD26546p OS=Drosophila melanogaster GN=l(1)G0320 PE=1 SV=1	cell organization and biogenesis;transport	endoplasmic reticulum;membrane		Pf03896	326234	FBgn0028327	l(1)G0320	X	Protein processing in endoplasmic reticulum
Q9W347	0.138304118526506	1.14058872675321	1.254165338025	0.297514078622637	0.216613898661716	0.275367794824146	0.240361437307833	NO	Egg_WT - Oocyte_WT	C12.2, isoform A OS=Drosophila melanogaster GN=c12.2 PE=1 SV=3			catalytic activity;nucleotide binding	Pf07724, Pf07728, Pf13401, Pf13519	53434	FBgn0040234	c12.2	X	
Q9W350	-0.0569988290248897	-0.736670143209119	-0.545094412151434	0.489114066102077	0.588528588781675	0.357691281803105	0.420001242000608	NO	Egg_WT - Oocyte_WT	C11.1, isoform A OS=Drosophila melanogaster GN=c11.1 PE=1 SV=2		endosome;Golgi			53436	FBgn0040236	c11.1	X	
Q9W351	0.0440582036623276	0.513932417091095	0.417693763270434	0.625671394008759	0.678266927574579	0.411037320330635	0.452823705706384	NO	Egg_WT - Oocyte_WT	CG16892, isoform A OS=Drosophila melanogaster GN=CG16892-RA PE=1 SV=1	transport		protein binding	Pf00400	31881	FBgn0030122	CG16892	X	RNA transport
Q9W362	0.153857660391395	1.49123160446046	1.42916551692057	0.186494899933237	0.160242285930407	0.216940512587121	0.203602484657166	NO	Egg_WT - Oocyte_WT	LD09531p OS=Drosophila melanogaster GN=Larp7 PE=1 SV=1	metabolic process	nucleus	RNA binding	Pf00076, Pf05383, Pf08777, Pf13893, Pf14259	44900	FBgn0260771	CG42569; Larp7	X	
Q9W366	0.158108938538959	1.12091123708586	1.3925316716919	0.305174666173493	0.17098091454905	0.278424954658441	0.211635498961922	NO	Egg_WT - Oocyte_WT	CG12121 OS=Drosophila melanogaster GN=CG12121 PE=1 SV=1	cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	membrane	protein binding;transporter activity	Pf02063, Pf03546, Pf04615, Pf05104, Pf05466, Pf05558, Pf06459, Pf06614, Pf06814, Pf10192, Pf13254, Pf15268	31866	FBgn0030109	CG12121	X	
Q9W370	0.15785327220693	0.500787966096289	1.01740055791732	0.634357258917726	0.314701138879024	0.413231650248343	0.298348282324448	NO	Egg_WT - Oocyte_WT	CG15369, isoform B OS=Drosophila melanogaster GN=CG15369 PE=1 SV=1	regulation of biological process		enzyme regulator activity	Pf00031	31862	FBgn0030105	CG15369	X	
Q9W376	-0.203655486845662	-1.66903580403297	-1.84480245343584	0.146151473963225	0.0720196421964415	0.194429280218572	0.127083321906377	NO	Egg_WT - Oocyte_WT	Neuferricin homolog OS=Drosophila melanogaster GN=CG12056 PE=2 SV=1		extracellular;membrane		Pf00173	31855	FBgn0030099	CG12056	X	
Q9W379	0.309491719632211	3.27711752689464	2.90543733932006	0.0168832902227922	0.00579270066680404	0.0790086058508702	0.0246418379084918	NO	Egg_WT - Oocyte_WT	LD37736p OS=Drosophila melanogaster GN=Zpr1 PE=1 SV=1	metabolic process;response to stimulus	cytoplasm;nucleus	metal ion binding;protein binding	Pf03367	31851	FBgn0030096	Zpr1	X	
Q9W380	-0.0169506029642932	-0.143380224403626	-0.154361513230644	0.890684079723511	0.87805301332642	0.498654746433308	0.517306358671036	NO	Egg_WT - Oocyte_WT	CG9034, isoform A OS=Drosophila melanogaster GN=CG9034 PE=1 SV=1		membrane			50405	FBgn0040931	CG9034	X	
Q9W384	0.147252291874585	1.57635059921264	1.38402708138576	0.166016801412148	0.173552017805251	0.206772198760075	0.212944913958423	NO	Egg_WT - Oocyte_WT	DALAO protein OS=Drosophila melanogaster GN=Bap111 PE=1 SV=1	cell organization and biogenesis;regulation of biological process	nucleus	DNA binding;protein binding	Pf00505	31846	FBgn0030093	dalao; Bap111	X	
Q9W385	0.289952498710893	3.01596298078815	2.71655890809726	0.0235190856533789	0.00949060481566248	0.0933527122611692	0.0356022617323479	NO	Egg_WT - Oocyte_WT	Frataxin homolog, mitochondrial OS=Drosophila melanogaster GN=fh PE=2 SV=1	cell organization and biogenesis;cellular component movement;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	mitochondrion	catalytic activity;metal ion binding	Pf01491	31845	FBgn0030092	fh	X	Porphyrin and chlorophyll metabolism
Q9W392	0.0893613712394004	1.40293626866335	0.865397433343237	0.210207207653371	0.391663691688714	0.228931668258118	0.334935765881955	NO	Egg_WT - Oocyte_WT	CG7033 OS=Drosophila melanogaster GN=CG7033 PE=1 SV=2	metabolic process	cytoplasm	nucleotide binding;protein binding	Pf00118	31838	FBgn0030086	CG7033	X	
Q9W395	0.177260554437123	0.750773818910789	1.32358313980206	0.481185084020703	0.192694411181792	0.353876673760002	0.224958470982447	NO	Egg_WT - Oocyte_WT	Anaphase promoting complex subunit 4, isoform A OS=Drosophila melanogaster GN=APC4 PE=1 SV=1	metabolic process;regulation of biological process		catalytic activity;protein binding	Pf12894, Pf12896	31835	FBgn0052707	APC4	X	
Q9W396	0.732695391279347	4.57009203136037	6.25785860326368	0.00381011118189395	1.59258767922181e-07	0.0410973933318573	4.31667828017091e-06	YES	Egg_WT - Oocyte_WT	FI06908p OS=Drosophila melanogaster GN=HP1b PE=1 SV=1	regulation of biological process	nucleus		Pf00385, Pf01393	31834	FBgn0030082	HP1b	X	
